textbox22
generated on 30/09/2020 10:02:14 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,30,2018-07-23,2018-07-29,All,158,,137525,,114.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,30,2018-07-23,2018-07-29,All,752,,1061857,,70.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,29,2018-07-16,2018-07-22,All,18,,126181,,14.27,,,,,,,,,,,,,,,,,,,,1459,,1336606,,109.16,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,29,2018-07-16,2018-07-22,All,0,,1857,,0.00,,,,,,,,27,1068,0,2.53,,6,,,,,,,1803,,2986151,,60.38,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,29,2018-07-16,2018-07-22,All,168,,147834,,113.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,29,2018-07-16,2018-07-22,All,2,,289382,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,29,2018-07-16,2018-07-22,All,1,,79539,,1.26,,,,,,,,,,,,,,,,,,,,470,,79539,,590.91,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,29,2018-07-16,2018-07-22,All,17,,43468,,39.11,,,,,,,,60,580,,10.34,,5,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,29,2018-07-16,2018-07-22,All,878,,1079830,,81.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,29,2018-07-16,2018-07-22,All,,,,,,,,,,,,,,,,,,,,,,,,,4077,,854926,,476.88,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,28,2018-07-09,2018-07-15,All,0,,1751,,0.00,,,,,,,,42,1098,0,3.83,,7,,,,,,,1985,,2986151,,66.47,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,28,2018-07-09,2018-07-15,All,166,,169802,,97.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,28,2018-07-09,2018-07-15,All,3,,82386,,3.64,,,,,,,,,,,,,,,,,,,,503,,82386,,610.54,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,28,2018-07-09,2018-07-15,All,,,,,,,,,,,,,,,,,,,,,,,,,4627,,838405,,551.88,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,28,2018-07-09,2018-07-15,All,19,,50710,,37.47,,,,,,,,55,551,,9.98,,3,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,28,2018-07-09,2018-07-15,All,1125,,1067256,,105.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,28,2018-07-09,2018-07-15,All,0,,292531,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,28,2018-07-09,2018-07-15,All,25,,126980,,19.69,,,,,,,,,,,,,,,,,,,,1852,,1351875,,136.99,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,27,2018-07-02,2018-07-08,All,0,,1726,,0.00,,,,,,,,29,776,0,3.74,,13,,,,,,,1971,,2986151,,66.00,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,27,2018-07-02,2018-07-08,All,23,,50216,,45.80,,,,,,,,50,585,,8.55,,9,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,27,2018-07-02,2018-07-08,All,6,,89994,,6.67,,,,,,,,,,,,,,,,,,,,628,,89994,,697.82,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,27,2018-07-02,2018-07-08,All,,,,,,,,,,,,,,,,,,,,,,,,,5577,,871562,,639.89,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,27,2018-07-02,2018-07-08,All,0,,292531,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,27,2018-07-02,2018-07-08,All,33,,132997,,24.81,,,,,,,,,,,,,,,,,,,,1930,,1335497,,144.52,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,27,2018-07-02,2018-07-08,All,193,,173957,,110.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,27,2018-07-02,2018-07-08,All,1100,,1060237,,103.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,26,2018-06-25,2018-07-01,All,0,,1910,,0.00,,,,,,,,45,928,0,4.85,,25,,,,,,,2075,,2986151,,69.49,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,26,2018-06-25,2018-07-01,All,0,,292531,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,26,2018-06-25,2018-07-01,All,34,,131617,,25.83,,,,,,,,,,,,,,,,,,,,1868,,1344816,,138.90,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,26,2018-06-25,2018-07-01,All,4,,88712,,4.51,,,,,,,,,,,,,,,,,,,,668,,88712,,753.00,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,26,2018-06-25,2018-07-01,All,30,,54534,,55.01,,,,,,,,54,646,,8.36,,7,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,26,2018-06-25,2018-07-01,All,161,,148251,,108.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,26,2018-06-25,2018-07-01,All,1000,,1027027,,97.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,26,2018-06-25,2018-07-01,All,,,,,,,,,,,,,,,,,,,,,,,,,5539,,914356,,605.78,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,25,2018-06-18,2018-06-24,All,,,,,,,,,,,,,,,,,,,,,,,,,5552,,995161,,557.90,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,25,2018-06-18,2018-06-24,All,269,,179671,,149.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,25,2018-06-18,2018-06-24,All,1,,292531,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,25,2018-06-18,2018-06-24,All,3,,94449,,3.18,,,,,,,,,,,,,,,,,,,,705,,94449,,746.43,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,25,2018-06-18,2018-06-24,All,33,,55743,,59.20,,,,,,,,68,585,,11.62,,4,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,25,2018-06-18,2018-06-24,All,1082,,1035131,,104.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,25,2018-06-18,2018-06-24,All,0,,2165,,0.00,,,,,,,,32,1012,0,3.16,,11,,,,,,,1756,,2986151,,58.80,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,25,2018-06-18,2018-06-24,All,23,,132997,,17.29,,,,,,,,,,,,,,,,,,,,1735,,1369267,,126.71,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,24,2018-06-11,2018-06-17,All,1,,2252,,44.40,,,,,,,,34,2252,0,1.51,,18,,,,,,,2230,,2986151,,74.68,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,24,2018-06-11,2018-06-17,All,27,,57086,,47.30,,,,,,,,58,587,,9.88,,0,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,24,2018-06-11,2018-06-17,All,1637,,981433,,166.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,24,2018-06-11,2018-06-17,All,2,,92894,,2.15,,,,,,,,,,,,,,,,,,,,682,,92894,,734.17,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,24,2018-06-11,2018-06-17,All,,,,,,,,,,,,,,,,,,,,,,,,,5254,,1030196,,510.00,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,24,2018-06-11,2018-06-17,All,0,,275388,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,24,2018-06-11,2018-06-17,All,27,,133120,,20.28,,,,,,,,,,,,,,,,,,,,1722,,1360122,,126.61,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,24,2018-06-11,2018-06-17,All,247,,187575,,131.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,23,2018-06-04,2018-06-10,All,2,,94567,,2.11,,,,,,,,,,,,,,,,,,,,765,,94567,,808.95,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,23,2018-06-04,2018-06-10,All,0,,2135,,0.00,,,,,,,,52,1054,0,4.93,,21,,,,,,,2234,,2986151,,74.81,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,23,2018-06-04,2018-06-10,All,0,,280376,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,23,2018-06-04,2018-06-10,All,23,,135572,,16.97,,,,,,,,,,,,,,,,,,,,1595,,1357779,,117.47,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,23,2018-06-04,2018-06-10,All,306,,194291,,157.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,23,2018-06-04,2018-06-10,All,1366,,1041775,,131.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,23,2018-06-04,2018-06-10,All,,,,,,,,,,,,,,,,,,,,,,,,,4792,,982377,,487.80,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,23,2018-06-04,2018-06-10,All,52,,54988,,94.57,,,,,,,,74,655,,11.30,,7,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,22,2018-05-28,2018-06-03,All,,,,,,,,,,,,,,,,,,,,,,,,,4142,,984085,,420.90,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,22,2018-05-28,2018-06-03,All,1,,284530,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,22,2018-05-28,2018-06-03,All,24,,135572,,17.70,,,,,,,,,,,,,,,,,,,,1640,,1373171,,119.43,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,22,2018-05-28,2018-06-03,All,3,,93734,,3.20,,,,,,,,,,,,,,,,,,,,780,,93734,,832.14,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,22,2018-05-28,2018-06-03,All,210,,182933,,114.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,22,2018-05-28,2018-06-03,All,1296,,1092576,,118.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,22,2018-05-28,2018-06-03,All,0,,1792,,0.00,,,,,,,,58,976,0,5.94,,16,,,,,,,2328,,2986151,,77.96,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,22,2018-05-28,2018-06-03,All,32,,56481,,56.66,,,,,,,,58,598,,9.70,,5,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,21,2018-05-21,2018-05-27,All,0,,2035,,0.00,,,,,,,,59,1113,0,5.30,,16,,,,,,,2540,,2986151,,85.06,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,21,2018-05-21,2018-05-27,All,37,,56328,,65.69,,,,,,,,73,629,,11.61,,1,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,21,2018-05-21,2018-05-27,All,2128,,1080366,,196.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,21,2018-05-21,2018-05-27,All,5,,100552,,4.97,,,,,,,,,,,,,,,,,,,,960,,100552,,954.73,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,21,2018-05-21,2018-05-27,All,,,,,,,,,,,,,,,,,,,,,,,,,4434,,910882,,486.78,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,21,2018-05-21,2018-05-27,All,31,,135572,,22.87,,,,,,,,,,,,,,,,,,,,1540,,1334009,,115.44,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,21,2018-05-21,2018-05-27,All,338,,183780,,183.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,21,2018-05-21,2018-05-27,All,2,,292531,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,20,2018-05-14,2018-05-20,All,5,,95041,,5.26,,,,,,,,,,,,,,,,,,,,637,,95041,,670.24,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,20,2018-05-14,2018-05-20,All,129,,2104457,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,20,2018-05-14,2018-05-20,All,0,,2303,,0.00,,,,,,,,58,1124,0,5.16,,27,,,,,,,2626,,2986151,,87.94,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,20,2018-05-14,2018-05-20,All,2,,279734,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,20,2018-05-14,2018-05-20,All,28,,135572,,20.65,,,,,,,,,,,,,,,,,,,,2009,,1379214,,145.66,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,20,2018-05-14,2018-05-20,All,1,,57122,,1.75,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,20,2018-05-14,2018-05-20,All,419,,197454,,212.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,20,2018-05-14,2018-05-20,All,,,,,,,,,,,,,,,,,,,,,,,,,6107,,954374,,639.90,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,20,2018-05-14,2018-05-20,All,36,,57470,,62.64,,,,,,,,71,616,,11.53,,6,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,20,2018-05-14,2018-05-20,All,332,,3077960,,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,20,2018-05-14,2018-05-20,All,2054,,1064072,,193.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,19,2018-05-07,2018-05-13,All,,,,,,,,,,,,,,,,,,,,,,,,,4875,,959842,,507.90,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,19,2018-05-07,2018-05-13,All,3,,283574,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,19,2018-05-07,2018-05-13,All,21,,123642,,16.98,,,,,,,,,,,,,,,,,,,,1709,,1329026,,128.59,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,19,2018-05-07,2018-05-13,All,13,,95790,,13.57,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,19,2018-05-07,2018-05-13,All,393,,216103,,181.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,19,2018-05-07,2018-05-13,All,2349,,1071046,,219.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,19,2018-05-07,2018-05-13,All,0,,1680,,0.00,,,,,,,,44,1001,0,4.40,,21,,,,,,,2150,,2986151,,72.00,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,19,2018-05-07,2018-05-13,All,4,,99767,,4.01,,,,,,,,,,,,,,,,,,,,785,,99767,,786.83,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,19,2018-05-07,2018-05-13,All,48,,55934,,85.82,,,,,,,,59,636,,9.28,,12,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,19,2018-05-07,2018-05-13,All,176,,2124440,,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,19,2018-05-07,2018-05-13,All,753,,4053522,,18.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,18,2018-04-30,2018-05-06,All,0,,1259,,0.00,,,,,,,,51,874,0,5.84,,32,,,,,,,2472,,2986151,,82.78,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,18,2018-04-30,2018-05-06,All,390,,209107,,186.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,18,2018-04-30,2018-05-06,All,1350,,1071138,,126.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,18,2018-04-30,2018-05-06,All,6,,87654,,6.85,,,,,,,,,,,,,,,,,,,,649,,87654,,740.41,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,18,2018-04-30,2018-05-06,All,,,,,,,,,,,,,,,,,,,,,,,,,5322,,937323,,567.79,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,18,2018-04-30,2018-05-06,All,52,,52376,,99.28,,,,,,,,87,660,,13.18,,14,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,18,2018-04-30,2018-05-06,All,167,,2124440,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,18,2018-04-30,2018-05-06,All,1036,,4908416,,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,18,2018-04-30,2018-05-06,All,12,,117637,,10.20,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,18,2018-04-30,2018-05-06,All,3,,285125,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,18,2018-04-30,2018-05-06,All,35,,126255,,27.72,,,,,,,,,,,,,,,,,,,,1889,,1271415,,148.57,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,17,2018-04-23,2018-04-29,All,0,,1467,,0.00,,,,,,,,43,1080,0,3.98,,12,,,,,,,2431,,2986151,,81.41,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,17,2018-04-23,2018-04-29,All,9,,98760,,9.11,,,,,,,,27,,908911,,2.97,27,,,,,,,806,,98760,,816.12,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,17,2018-04-23,2018-04-29,All,264,,2123497,,12.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,17,2018-04-23,2018-04-29,All,33,,128396,,25.70,,,,,,,,,,,,,,,,,,,,2022,,1330073,,152.02,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,17,2018-04-23,2018-04-29,All,,,,,,,,,,,,,,,,,,,,,,,,,7890,,1034207,,762.90,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,17,2018-04-23,2018-04-29,All,10,,99150,,10.09,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,17,2018-04-23,2018-04-29,All,367,,183964,,199.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,17,2018-04-23,2018-04-29,All,17,,288929,,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,17,2018-04-23,2018-04-29,All,54,,54166,,99.69,,,,,,,,67,713,,9.40,,9,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,17,2018-04-23,2018-04-29,All,1755,,5111919,,34.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,17,2018-04-23,2018-04-29,All,2152,,1055583,,203.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,16,2018-04-16,2018-04-22,All,,,,,,,,,,,,,,,,,,,,,,,,,7412,,1025172,,723.00,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,16,2018-04-16,2018-04-22,All,12,,286940,,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,16,2018-04-16,2018-04-22,All,46,,128080,,35.92,,,,,,,,,,,,,,,,,,,,2507,,1342918,,186.68,,,,,,3,1,1,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,16,2018-04-16,2018-04-22,All,0,,2019,,0.00,,,,,,,,71,1006,0,7.06,,40,,,,,,,3886,,2986151,,130.13,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,16,2018-04-16,2018-04-22,All,61,,124358,,49.05,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,16,2018-04-16,2018-04-22,All,5616,,66725826,,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,16,2018-04-16,2018-04-22,All,652,,207947,,313.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,16,2018-04-16,2018-04-22,All,25,,90663,,27.57,,,,,,,,35,,908911,,3.85,35,,,,,,,894,,90663,,986.07,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,16,2018-04-16,2018-04-22,All,51,,47203,,108.04,,,,,,,,80,700,,11.43,,11,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,16,2018-04-16,2018-04-22,All,2303,,5169859,,44.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,16,2018-04-16,2018-04-22,All,2785,,1050553,,265.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,16,2018-04-16,2018-04-22,All,390,,2125380,,18.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,15,2018-04-09,2018-04-15,All,2,,2286,,87.49,,,,,,,,68,1071,0,6.35,,50,,,,,,,3368,,2986151,,112.79,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,15,2018-04-09,2018-04-15,All,39,,114274,,34.13,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,15,2018-04-09,2018-04-15,All,16440,,66725826,,24.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,15,2018-04-09,2018-04-15,All,639,,190358,,335.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
